group1,group2,label1,label2,n,n_at_least_1_event,median_los,p10,p25,p75,p90
clinical_priority,cns_learndis,TRUE,FALSE,1621,531,5,1,3,7,9
clinical_priority,cns_learndis,TRUE,TRUE,378,104,5,1,3,7,8
clinical_priority,cns_learndis,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,diabetes,TRUE,FALSE,1791,578,5,1,3,7,9
clinical_priority,diabetes,TRUE,TRUE,208,57,6,2.6000000000000005,4,8,9
clinical_priority,diabetes,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,immunosuppressed,TRUE,FALSE,1777,556,5,1,3,7,9
clinical_priority,immunosuppressed,TRUE,TRUE,222,79,5,1,3,7,9
clinical_priority,immunosuppressed,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,asplenia,TRUE,FALSE,1814,577,5,1,3,7,9
clinical_priority,asplenia,TRUE,TRUE,185,58,5,1,3,7.75,9
clinical_priority,asplenia,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,severe_obesity,TRUE,FALSE,1781,571,5,1,3,7,9
clinical_priority,severe_obesity,TRUE,TRUE,218,64,5,1,3,6.25,8
clinical_priority,severe_obesity,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,smi,TRUE,FALSE,1805,560,5,1,3,7,9
clinical_priority,smi,TRUE,TRUE,194,75,6,1,3,8,8.600000000000009
clinical_priority,smi,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,ckd_rrt,TRUE,Stage 3,134,42,4,1.1000000000000005,3,7,8
clinical_priority,ckd_rrt,TRUE,No CKD or RRT,1762,568,5,1,3,7,9
clinical_priority,ckd_rrt,TRUE,Stage 4,43,12,4,1.1,2.75,7,7.9
clinical_priority,ckd_rrt,TRUE,RRT (transplant),23,3,6,2.8,4,7,7.6
clinical_priority,ckd_rrt,TRUE,RRT (dialysis),18,3,2,1.2,1.5,3.5,4.3999999999999995
clinical_priority,ckd_rrt,TRUE,Stage 5,19,7,4,1.6,3,4.5,5.4
clinical_priority,ckd_rrt,FALSE,No CKD or RRT,2627,796,5,1,3,7,8
clinical_priority,ckd_rrt,FALSE,Stage 3,174,46,5.5,1.5,3,7,8
clinical_priority,ckd_rrt,FALSE,Stage 4,63,28,4,2,3,7,8.3
clinical_priority,ckd_rrt,FALSE,RRT (transplant),16,2,1.5,1.1,1.25,1.75,1.9
clinical_priority,ckd_rrt,FALSE,Stage 5,32,11,2,1,1,6,7
clinical_priority,ckd_rrt,FALSE,RRT (dialysis),21,7,7,2.2,4,9,9
clinical_priority,copd,TRUE,FALSE,1952,618,5,1,3,7,9
clinical_priority,copd,TRUE,TRUE,47,17,5,2.2,3,7,8.4
clinical_priority,copd,FALSE,FALSE,2866,872,5,1,3,7,8.899999999999977
clinical_priority,copd,FALSE,TRUE,67,18,5.5,2,3.25,8,8.3
clinical_priority,learndis_cat,TRUE,(Missing),1620,516,5,1,3,7,9
clinical_priority,learndis_cat,TRUE,Down's syndrome,90,28,5.5,1.7000000000000002,3,7,8.3
clinical_priority,learndis_cat,TRUE,Learning disability register,97,35,6,2,3.5,7.5,9
clinical_priority,learndis_cat,TRUE,Other learning disability,192,56,6,2.5,4,8,9
clinical_priority,learndis_cat,FALSE,Learning disability register,146,45,4,1,3,6,7.600000000000001
clinical_priority,learndis_cat,FALSE,(Missing),2350,718,5,1,3,7,9
clinical_priority,learndis_cat,FALSE,Other learning disability,295,82,5.5,2,3,7,9
clinical_priority,learndis_cat,FALSE,Down's syndrome,142,45,5,1.4000000000000004,2,7,8
clinical_priority,sickle_cell_asplenia,TRUE,FALSE,1772,566,5,1,3,7,9
clinical_priority,sickle_cell_asplenia,TRUE,TRUE,227,69,5,1,3,8,9
clinical_priority,sickle_cell_asplenia,FALSE,FALSE,2879,874,5,1,3,7,9
clinical_priority,sickle_cell_asplenia,FALSE,TRUE,54,16,4,2,3,7.25,8
clinical_priority,cirrhosis,TRUE,FALSE,1968,626,5,1,3,7,9
clinical_priority,cirrhosis,TRUE,TRUE,31,9,7,3,5,9,9
clinical_priority,cirrhosis,FALSE,FALSE,2863,867,5,1,3,7,9
clinical_priority,cirrhosis,FALSE,TRUE,70,23,4,1,3,7,8
clinical_priority,cochlear_implant,TRUE,FALSE,1957,625,5,1,3,7,9
clinical_priority,cochlear_implant,TRUE,TRUE,42,10,4,2.8,3,5.75,7
clinical_priority,cochlear_implant,FALSE,FALSE,2871,862,5,1,3,7,8.899999999999977
clinical_priority,cochlear_implant,FALSE,TRUE,62,28,4,1,2,8,8.3
clinical_priority,cystic_fibrosis,TRUE,FALSE,1948,620,5,1,3,7,9
clinical_priority,cystic_fibrosis,TRUE,TRUE,51,15,4,2.4000000000000004,3,6,6.6
clinical_priority,cystic_fibrosis,FALSE,FALSE,2868,871,5,1,3,7,9
clinical_priority,cystic_fibrosis,FALSE,TRUE,65,19,5,1,2.5,7,8.2
clinical_priority,csfl,TRUE,FALSE,1967,622,5,1,3,7,9
clinical_priority,csfl,TRUE,TRUE,32,13,7,3,3,8,9
clinical_priority,csfl,FALSE,FALSE,2879,876,5,1,3,7,9
clinical_priority,csfl,FALSE,TRUE,54,14,4.5,3,4,7,8
clinical_priority,homeless,TRUE,FALSE,1954,625,5,1,3,7,9
clinical_priority,homeless,TRUE,TRUE,45,10,3.5,1.9,2,7,9
clinical_priority,homeless,FALSE,FALSE,2875,870,5,1,3,7,9
clinical_priority,homeless,FALSE,TRUE,58,20,3,1,1,4,6.100000000000001
clinical_priority_only,all,TRUE,All,1298,408,5,1,3,7,9
clinical_priority_only,all,FALSE,All,3634,1117,5,1,3,7,9
clinical_priority_only,ageband4,TRUE,50-64,791,257,5,1,3,7,9
clinical_priority_only,ageband4,TRUE,12-49,507,151,5,1,3,7,9
clinical_priority_only,ageband4,FALSE,65-74,2181,669,5,1,3,7,8.200000000000045
clinical_priority_only,ageband4,FALSE,75-104,1411,439,5,1,3,7,9
clinical_priority_only,ageband4,FALSE,50-64,31,6,4,1.5,2.25,5,5
clinical_priority_only,ageband4,FALSE,12-49,11,3,3,2.2,2.5,5,6.199999999999999
clinical_priority_only,ageband13,TRUE,55-59,262,92,5,1,3,7,9
clinical_priority_only,ageband13,TRUE,60-64,291,96,4,1,3,6,8
clinical_priority_only,ageband13,TRUE,50-54,238,69,6,1,3,7,9
clinical_priority_only,ageband13,TRUE,30-39,133,42,5.5,2,3,8,9
clinical_priority_only,ageband13,TRUE,40-49,347,99,4,1,3,7,8
clinical_priority_only,ageband13,TRUE,18-29,26,9,5,1,2,6,7.399999999999999
clinical_priority_only,ageband13,TRUE,12-17,1,1,7,7,7,7,7
clinical_priority_only,ageband13,FALSE,70-74,950,297,5,1,3,7,9
clinical_priority_only,ageband13,FALSE,80-84,392,120,5,1,3,7,8
clinical_priority_only,ageband13,FALSE,75-79,649,193,5,1.2000000000000028,3,8,9
clinical_priority_only,ageband13,FALSE,65-69,1231,372,5,1,3,7,8
clinical_priority_only,ageband13,FALSE,85-89,207,75,5,1,3,7.5,9
clinical_priority_only,ageband13,FALSE,90-104,163,51,4,2,3,6,8
clinical_priority_only,ageband13,FALSE,60-64,12,1,1,1,1,1,1
clinical_priority_only,ageband13,FALSE,55-59,12,3,5,3.4000000000000004,4,5,5
clinical_priority_only,ageband13,FALSE,40-49,8,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
clinical_priority_only,ageband13,FALSE,30-39,2,1,3,3,3,3,3
clinical_priority_only,ageband13,FALSE,50-54,7,2,3.5,2.3000000000000003,2.75,4.25,4.7
clinical_priority_only,ageband13,FALSE,18-29,1,0,NA,NA,NA,NA,NA
clinical_priority_only,sex,TRUE,Female,689,221,5,1,3,7,9
clinical_priority_only,sex,TRUE,Male,609,187,5,1.6000000000000014,3,7,9
clinical_priority_only,sex,FALSE,Female,1882,570,5,2,3,7,9
clinical_priority_only,sex,FALSE,Male,1752,547,5,1,3,7,9
clinical_priority_only,ethnicity5,TRUE,White,745,239,5,1,3,7,9
clinical_priority_only,ethnicity5,TRUE,Mixed,112,39,5,1,3,7,8
clinical_priority_only,ethnicity5,TRUE,(Missing),124,41,6,2,3,8,9
clinical_priority_only,ethnicity5,TRUE,Asian or Asian British,114,29,5,1,3,6,8
clinical_priority_only,ethnicity5,TRUE,Chinese or Other Ethnic Groups,90,26,5,1,3.25,6,8.5
clinical_priority_only,ethnicity5,TRUE,Black or Black British,113,34,4,2,2.25,7,8.7
clinical_priority_only,ethnicity5,FALSE,(Missing),351,112,4,1,2,7,8
clinical_priority_only,ethnicity5,FALSE,Chinese or Other Ethnic Groups,366,112,5,1,3.75,7,8
clinical_priority_only,ethnicity5,FALSE,White,1946,577,5,2,3,7,9
clinical_priority_only,ethnicity5,FALSE,Asian or Asian British,310,93,4,1.200000000000001,3,7,8.799999999999997
clinical_priority_only,ethnicity5,FALSE,Mixed,329,111,5,1,3,7,9
clinical_priority_only,ethnicity5,FALSE,Black or Black British,332,112,5,1,3,7,8
clinical_priority_only,region,TRUE,North East and Yorkshire,661,201,5,1,3,7,9
clinical_priority_only,region,TRUE,North West,259,92,5,2,3,8,9
clinical_priority_only,region,TRUE,South East,69,18,6,3,3.5,7.75,8
clinical_priority_only,region,TRUE,Midlands,131,43,4,2,2.5,7,8.800000000000004
clinical_priority_only,region,TRUE,East of England,54,12,6.5,2.1,3.75,8,8.9
clinical_priority_only,region,TRUE,London,62,23,5,1.2000000000000002,3,6.5,7.800000000000001
clinical_priority_only,region,TRUE,South West,62,19,5,1,1.5,6,6
clinical_priority_only,region,FALSE,North West,730,222,5,2,3,7,9
clinical_priority_only,region,FALSE,North East and Yorkshire,1834,543,5,1,3,7,9
clinical_priority_only,region,FALSE,Midlands,373,132,5,1,2,7,8
clinical_priority_only,region,FALSE,London,176,56,5.5,1.5,3,7,9
clinical_priority_only,region,FALSE,East of England,174,58,5,1,2,7,8.300000000000004
clinical_priority_only,region,FALSE,South East,172,58,5,1,3,7,9
clinical_priority_only,region,FALSE,South West,175,48,4.5,2,3,6.25,8
clinical_priority_only,imd_quintile,TRUE,2,275,91,5,1,3,7,9
clinical_priority_only,imd_quintile,TRUE,1 (most deprived),253,77,5,1,3,8,8.400000000000006
clinical_priority_only,imd_quintile,TRUE,3,243,73,5,1,3,7,9
clinical_priority_only,imd_quintile,TRUE,4,241,73,5,2,3,7,8.799999999999997
clinical_priority_only,imd_quintile,TRUE,5 (least deprived),232,76,5,1,3,7,8
clinical_priority_only,imd_quintile,TRUE,(Missing),54,18,6,1,2.5,8,9
clinical_priority_only,imd_quintile,FALSE,2,741,245,5,2,3,7,9
clinical_priority_only,imd_quintile,FALSE,3,735,216,5,1,2,7,8
clinical_priority_only,imd_quintile,FALSE,4,662,196,5,1,3,7,9
clinical_priority_only,imd_quintile,FALSE,5 (least deprived),646,222,5,1,3,7,8
clinical_priority_only,imd_quintile,FALSE,1 (most deprived),664,187,5,2,3,7,9
clinical_priority_only,imd_quintile,FALSE,(Missing),186,51,6,2,3.5,7.5,9
clinical_priority_only,carehome_status,TRUE,FALSE,1279,402,5,1,3,7,9
clinical_priority_only,carehome_status,TRUE,TRUE,19,6,7.5,2,3.25,8.75,9
clinical_priority_only,carehome_status,FALSE,FALSE,2922,898,5,1,3,7,9
clinical_priority_only,carehome_status,FALSE,TRUE,712,219,5,1,3,7,8
clinical_priority_only,primis_atrisk,TRUE,TRUE,1298,408,5,1,3,7,9
clinical_priority_only,primis_atrisk,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority_only,primis_atrisk,FALSE,TRUE,701,227,5,2,3,7,9
clinical_priority_only,crd,TRUE,TRUE,127,43,4,2,3,7,8
clinical_priority_only,crd,TRUE,FALSE,1171,365,5,1,3,7,9
clinical_priority_only,crd,FALSE,FALSE,3563,1088,5,1,3,7,9
clinical_priority_only,crd,FALSE,TRUE,71,29,5,1.8000000000000003,3,7,8
clinical_priority_only,chd,TRUE,FALSE,1177,362,5,1,3,7,9
clinical_priority_only,chd,TRUE,TRUE,121,46,5,1,3,7,8.5
clinical_priority_only,chd,FALSE,FALSE,3561,1095,5,1,3,7,9
clinical_priority_only,chd,FALSE,TRUE,73,22,6,1.1,3,7.75,9
clinical_priority_only,ckd,TRUE,FALSE,1176,370,5,1,3,7,9
clinical_priority_only,ckd,TRUE,TRUE,122,38,5,2.7,3,7,8
clinical_priority_only,ckd,FALSE,FALSE,3548,1087,5,1,3,7,9
clinical_priority_only,ckd,FALSE,TRUE,86,30,6,2,4,7.75,9
clinical_priority_only,cld,TRUE,FALSE,1156,364,5,1,3,7,9
clinical_priority_only,cld,TRUE,TRUE,142,44,5,1.2999999999999998,3,7,8
clinical_priority_only,cld,FALSE,FALSE,3580,1101,5,1,3,7,9
clinical_priority_only,cld,FALSE,TRUE,54,16,5.5,1.5,2,7,7
clinical_priority_only,cns_learndis,TRUE,FALSE,1060,339,5,1,3,7,9
clinical_priority_only,cns_learndis,TRUE,TRUE,238,69,5,1,3,7,8.200000000000003
clinical_priority_only,cns_learndis,FALSE,FALSE,3494,1082,5,1,3,7,9
clinical_priority_only,cns_learndis,FALSE,TRUE,140,35,4,1,2,6,8
clinical_priority_only,diabetes,TRUE,FALSE,1166,375,5,1,3,7,9
clinical_priority_only,diabetes,TRUE,TRUE,132,33,6,2.2,4,8,9
clinical_priority_only,diabetes,FALSE,FALSE,3558,1093,5,1,3,7,9
clinical_priority_only,diabetes,FALSE,TRUE,76,24,7,3,4,7.25,8
clinical_priority_only,immunosuppressed,TRUE,FALSE,1152,359,5,1,3,7,9
clinical_priority_only,immunosuppressed,TRUE,TRUE,146,49,5,1,3,6,8
clinical_priority_only,immunosuppressed,FALSE,FALSE,3558,1087,5,1,3,7,9
clinical_priority_only,immunosuppressed,FALSE,TRUE,76,30,5,1.9000000000000004,4,8,9
clinical_priority_only,asplenia,TRUE,FALSE,1172,369,5,1,3,7,9
clinical_priority_only,asplenia,TRUE,TRUE,126,39,5,1,2.5,7,9
clinical_priority_only,asplenia,FALSE,FALSE,3575,1098,5,1,3,7,9
clinical_priority_only,asplenia,FALSE,TRUE,59,19,5,2.8,3,8,9
clinical_priority_only,severe_obesity,TRUE,FALSE,1150,365,5,1,3,7,9
clinical_priority_only,severe_obesity,TRUE,TRUE,148,43,4,1,3,7,8
clinical_priority_only,severe_obesity,FALSE,FALSE,3564,1096,5,1,3,7,9
clinical_priority_only,severe_obesity,FALSE,TRUE,70,21,5,3,4,6,7
clinical_priority_only,smi,TRUE,FALSE,1169,357,5,1,3,7,9
clinical_priority_only,smi,TRUE,TRUE,129,51,5,1,2,8,9
clinical_priority_only,smi,FALSE,FALSE,3569,1093,5,1,3,7,9
clinical_priority_only,smi,FALSE,TRUE,65,24,6.5,2.3000000000000003,3,7,8
clinical_priority_only,ckd_rrt,TRUE,Stage 3,88,28,4,1,3,6.25,8.3
clinical_priority_only,ckd_rrt,TRUE,No CKD or RRT,1139,361,5,1,3,7,9
clinical_priority_only,ckd_rrt,TRUE,RRT (transplant),16,2,4,2.4000000000000004,3,5,5.6
clinical_priority_only,ckd_rrt,TRUE,Stage 5,16,6,4,1.5,2.5,4.75,5.5
clinical_priority_only,ckd_rrt,TRUE,Stage 4,26,8,3,1,1.75,6.25,7.3
clinical_priority_only,ckd_rrt,TRUE,RRT (dialysis),13,3,2,1.2,1.5,3.5,4.3999999999999995
clinical_priority_only,ckd_rrt,FALSE,No CKD or RRT,3250,1003,5,1,3,7,9
clinical_priority_only,ckd_rrt,FALSE,Stage 3,220,60,5,2,3.75,7,8
clinical_priority_only,ckd_rrt,FALSE,Stage 4,80,32,4,2.0999999999999996,3,7,8
clinical_priority_only,ckd_rrt,FALSE,RRT (dialysis),26,7,7,2.2,4,9,9
clinical_priority_only,ckd_rrt,FALSE,Stage 5,35,12,2.5,1,1,6,6.9
clinical_priority_only,ckd_rrt,FALSE,RRT (transplant),23,3,2,1.2,1.5,5,6.799999999999999
clinical_priority_only,copd,TRUE,FALSE,1269,398,5,1,3,7,9
clinical_priority_only,copd,TRUE,TRUE,29,10,4.5,2.8,3,7.5,8.1
clinical_priority_only,copd,FALSE,FALSE,3549,1092,5,1,3,7,9
clinical_priority_only,copd,FALSE,TRUE,85,25,5,2,3,8,8.600000000000001
clinical_priority_only,learndis_cat,TRUE,(Missing),1058,328,5,1,3,7,8
clinical_priority_only,learndis_cat,TRUE,Down's syndrome,63,20,6,1.9000000000000004,3,7.25,8.100000000000001
clinical_priority_only,learndis_cat,TRUE,Learning disability register,61,21,5,2,4,9,9
clinical_priority_only,learndis_cat,TRUE,Other learning disability,116,39,6,1,3,8,9
clinical_priority_only,learndis_cat,FALSE,Learning disability register,182,59,4,1,3,6,8
clinical_priority_only,learndis_cat,FALSE,(Missing),2912,906,5,1,3,7,9
clinical_priority_only,learndis_cat,FALSE,Other learning disability,371,99,6,2,3,7,9
clinical_priority_only,learndis_cat,FALSE,Down's syndrome,169,53,5,1.2000000000000002,2,7,8
clinical_priority_only,sickle_cell_asplenia,TRUE,FALSE,1141,359,5,1,3,7,9
clinical_priority_only,sickle_cell_asplenia,TRUE,TRUE,157,49,5,1,2,7,9
clinical_priority_only,sickle_cell_asplenia,FALSE,FALSE,3510,1081,5,1,3,7,9
clinical_priority_only,sickle_cell_asplenia,FALSE,TRUE,124,36,4.5,2,3,8,8.5
clinical_priority_only,cirrhosis,TRUE,FALSE,1276,404,5,1,3,7,9
clinical_priority_only,cirrhosis,TRUE,TRUE,22,4,6.5,3.5999999999999996,4.5,8.25,8.7
clinical_priority_only,cirrhosis,FALSE,FALSE,3555,1089,5,1,3,7,9
clinical_priority_only,cirrhosis,FALSE,TRUE,79,28,5,1,3,7,8.3
clinical_priority_only,cochlear_implant,TRUE,FALSE,1273,399,5,1,3,7,9
clinical_priority_only,cochlear_implant,TRUE,TRUE,25,9,4,2.6000000000000005,3,6,7
clinical_priority_only,cochlear_implant,FALSE,FALSE,3555,1088,5,1,3,7,9
clinical_priority_only,cochlear_implant,FALSE,TRUE,79,29,4,1,2,8,8.2
clinical_priority_only,cystic_fibrosis,TRUE,FALSE,1269,399,5,1,3,7,9
clinical_priority_only,cystic_fibrosis,TRUE,TRUE,29,9,3,2,3,4,6
clinical_priority_only,cystic_fibrosis,FALSE,FALSE,3547,1092,5,1,3,7,9
clinical_priority_only,cystic_fibrosis,FALSE,TRUE,87,25,6,1,3,7,8.600000000000001
clinical_priority_only,csfl,TRUE,FALSE,1279,401,5,1,3,7,9
clinical_priority_only,csfl,TRUE,TRUE,19,7,8,3,5.5,8.5,9
clinical_priority_only,csfl,FALSE,FALSE,3567,1097,5,1,3,7,9
clinical_priority_only,csfl,FALSE,TRUE,67,20,4,2.8000000000000007,3.75,7,8
clinical_priority_only,homeless,TRUE,FALSE,1264,399,5,1,3,7,9
clinical_priority_only,homeless,TRUE,TRUE,34,9,3,1.8,2,8,9
clinical_priority_only,homeless,FALSE,FALSE,3565,1096,5,1,3,7,9
clinical_priority_only,homeless,FALSE,TRUE,69,21,3,1,1,4,6
carehome_status,all,FALSE,All,4201,1300,5,1,3,7,9
carehome_status,all,TRUE,All,731,225,5,1,3,7,8
carehome_status,ageband4,FALSE,50-64,780,254,5,1,3,7,9
carehome_status,ageband4,FALSE,65-74,1766,537,5,1,3,7,9
carehome_status,ageband4,FALSE,75-104,1156,361,5,1,3,7,9
carehome_status,ageband4,FALSE,12-49,499,148,5,1,3,7,8.300000000000011
carehome_status,ageband4,TRUE,65-74,415,132,4.5,1,3,7,8
carehome_status,ageband4,TRUE,75-104,255,78,5,1,3,7,9
carehome_status,ageband4,TRUE,50-64,42,9,5,1.8,2,5,7.199999999999999
carehome_status,ageband4,TRUE,12-49,19,6,5,2,2.25,8.5,9
carehome_status,ageband13,FALSE,55-59,258,91,5,1,3,7,9
carehome_status,ageband13,FALSE,60-64,287,95,4,1,3,6,8
carehome_status,ageband13,FALSE,70-74,783,240,5,1,2.75,7,9
carehome_status,ageband13,FALSE,50-54,235,68,6,1,3,7.25,9
carehome_status,ageband13,FALSE,80-84,323,101,5,1,3,7,8
carehome_status,ageband13,FALSE,75-79,538,162,5,2,3,8,9
carehome_status,ageband13,FALSE,65-69,983,297,5,2,3,7,8
carehome_status,ageband13,FALSE,30-39,131,41,5,2,3,8,9
carehome_status,ageband13,FALSE,85-89,164,58,5,1.7000000000000002,3,7,9
carehome_status,ageband13,FALSE,90-104,131,40,4,1,3,6,8
carehome_status,ageband13,FALSE,40-49,342,97,4,1,3,7,8
carehome_status,ageband13,FALSE,18-29,25,9,5,1,2,6,7.399999999999999
carehome_status,ageband13,FALSE,12-17,1,1,7,7,7,7,7
carehome_status,ageband13,TRUE,65-69,248,75,4,1,3,7,8
carehome_status,ageband13,TRUE,90-104,32,11,5,2,3,7,8
carehome_status,ageband13,TRUE,85-89,43,17,6,1,3,8,9
carehome_status,ageband13,TRUE,60-64,16,2,4.5,1.7000000000000006,2.75,6.25,7.299999999999999
carehome_status,ageband13,TRUE,70-74,167,57,5,2,3,7,8
carehome_status,ageband13,TRUE,75-79,111,31,6,1,2,8,9
carehome_status,ageband13,TRUE,80-84,69,19,4,1.7999999999999998,3.5,6,7
carehome_status,ageband13,TRUE,55-59,16,4,5,3.5999999999999996,4.5,5.5,6.4
carehome_status,ageband13,TRUE,40-49,13,4,4.5,2,2,7.5,8.4
carehome_status,ageband13,TRUE,30-39,4,2,6,3.6000000000000005,4.5,7.5,8.4
carehome_status,ageband13,TRUE,50-54,10,3,2,2,2,3.5,4.3999999999999995
carehome_status,ageband13,TRUE,18-29,2,0,NA,NA,NA,NA,NA
carehome_status,sex,FALSE,Female,2185,688,5,1,3,7,9
carehome_status,sex,FALSE,Male,2016,612,5,1,3,7,9
carehome_status,sex,TRUE,Female,386,103,4,1.200000000000001,3,7,8
carehome_status,sex,TRUE,Male,345,122,5,1,2.25,7,8
carehome_status,ethnicity5,FALSE,White,2311,710,5,1,3,7,9
carehome_status,ethnicity5,FALSE,(Missing),395,130,5,1,3,7,8.100000000000009
carehome_status,ethnicity5,FALSE,Mixed,379,122,6,1,3,7,9
carehome_status,ethnicity5,FALSE,Chinese or Other Ethnic Groups,380,110,5,1,3,7,8.100000000000009
carehome_status,ethnicity5,FALSE,Asian or Asian British,363,104,5,1,3,7,8
carehome_status,ethnicity5,FALSE,Black or Black British,373,124,5,1.3000000000000007,3,7,8
carehome_status,ethnicity5,TRUE,White,380,106,5,1.5,3,7,8
carehome_status,ethnicity5,TRUE,Mixed,62,28,3.5,1,2,6,8
carehome_status,ethnicity5,TRUE,(Missing),80,23,5,2,4,6,8
carehome_status,ethnicity5,TRUE,Asian or Asian British,61,18,3,2,3,4.75,8.3
carehome_status,ethnicity5,TRUE,Chinese or Other Ethnic Groups,76,28,6,1,4.75,7.25,8.3
carehome_status,ethnicity5,TRUE,Black or Black British,72,22,3.5,1,2.25,7,8
carehome_status,region,FALSE,North East and Yorkshire,2137,637,5,1,3,7,9
carehome_status,region,FALSE,North West,831,270,5,2,3,7,9
carehome_status,region,FALSE,South East,210,63,6,1,3.5,8,8.800000000000004
carehome_status,region,FALSE,Midlands,431,147,5,1,2,7,8.400000000000006
carehome_status,region,FALSE,London,209,67,6,2,3.5,7,9
carehome_status,region,FALSE,East of England,187,59,5,1.8000000000000007,2.5,7,9
carehome_status,region,FALSE,South West,196,57,5,1,3,6,7.399999999999999
carehome_status,region,TRUE,North West,158,44,4.5,1,2.75,7,8.700000000000003
carehome_status,region,TRUE,North East and Yorkshire,358,107,5,2,3.5,7,8
carehome_status,region,TRUE,Midlands,73,28,4,2,2.75,7,8
carehome_status,region,TRUE,South East,31,13,3,1,2,4,5.800000000000001
carehome_status,region,TRUE,South West,41,10,3.5,2,3,5.75,8.1
carehome_status,region,TRUE,London,29,12,4,1,1.75,5,5.9
carehome_status,region,TRUE,East of England,41,11,4,1,1.5,7,8
carehome_status,imd_quintile,FALSE,2,861,295,5,1.4000000000000021,3,7,9
carehome_status,imd_quintile,FALSE,1 (most deprived),787,228,5,1.7000000000000028,3,7,9
carehome_status,imd_quintile,FALSE,3,825,242,5,1,3,7,8
carehome_status,imd_quintile,FALSE,5 (least deprived),753,251,5,1,3,7,8
carehome_status,imd_quintile,FALSE,4,773,226,5,1,3,7,9
carehome_status,imd_quintile,FALSE,(Missing),202,58,6,2,4,8,9
carehome_status,imd_quintile,TRUE,2,155,41,5,2,3,6,8
carehome_status,imd_quintile,TRUE,4,130,43,6,2.2,4,8,8.800000000000004
carehome_status,imd_quintile,TRUE,1 (most deprived),130,36,4,1.5,3,8,8.5
carehome_status,imd_quintile,TRUE,5 (least deprived),125,47,4,1,2,7,8.399999999999999
carehome_status,imd_quintile,TRUE,(Missing),38,11,6,2,2.5,7,7
carehome_status,imd_quintile,TRUE,3,153,47,4,1,2,7,8
carehome_status,primis_atrisk,FALSE,TRUE,1848,587,5,1,3,7,9
carehome_status,primis_atrisk,FALSE,FALSE,2353,713,5,1,3,7,9
carehome_status,primis_atrisk,TRUE,FALSE,580,177,5,1,3,7,8
carehome_status,primis_atrisk,TRUE,TRUE,151,48,5.5,2,3,7,8.300000000000004
carehome_status,crd,FALSE,TRUE,186,67,5,2,3,7,8
carehome_status,crd,FALSE,FALSE,4015,1233,5,1,3,7,9
carehome_status,crd,TRUE,FALSE,719,220,5,1,3,7,8
carehome_status,crd,TRUE,TRUE,12,5,6,1.4,2,6,6.6
carehome_status,chd,FALSE,FALSE,4031,1242,5,1,3,7,9
carehome_status,chd,FALSE,TRUE,170,58,5,1,3,7,9
carehome_status,chd,TRUE,FALSE,707,215,5,1,3,7,8
carehome_status,chd,TRUE,TRUE,24,10,6,2.9,3.25,7.75,9
carehome_status,ckd,FALSE,FALSE,4005,1237,5,1,3,7,9
carehome_status,ckd,FALSE,TRUE,196,63,6,2,3.5,7.5,9
carehome_status,ckd,TRUE,FALSE,719,220,5,1,3,7,8
carehome_status,ckd,TRUE,TRUE,12,5,4,2.4,3,5,6.199999999999999
carehome_status,cld,FALSE,FALSE,4018,1243,5,1,3,7,9
carehome_status,cld,FALSE,TRUE,183,57,5,1,3,7,8
carehome_status,cld,TRUE,FALSE,718,222,5,1,3,7,8
carehome_status,cld,TRUE,TRUE,13,3,7,7,7,7.5,7.8
carehome_status,cns_learndis,FALSE,FALSE,3857,1201,5,1,3,7,9
carehome_status,cns_learndis,FALSE,TRUE,344,99,5,1,3,7,8
carehome_status,cns_learndis,TRUE,FALSE,697,220,5,1,3,7,8
carehome_status,cns_learndis,TRUE,TRUE,34,5,3,1,1,4,4.6
carehome_status,diabetes,FALSE,FALSE,4010,1250,5,1,3,7,9
carehome_status,diabetes,FALSE,TRUE,191,50,6,2,4,8,9
carehome_status,diabetes,TRUE,FALSE,714,218,5,1,3,7,8
carehome_status,diabetes,TRUE,TRUE,17,7,4,3,3.5,7,7.800000000000001
carehome_status,immunosuppressed,FALSE,FALSE,3993,1229,5,1,3,7,9
carehome_status,immunosuppressed,FALSE,TRUE,208,71,5,1,3,7,8
carehome_status,immunosuppressed,TRUE,FALSE,717,217,5,1,3,7,8
carehome_status,immunosuppressed,TRUE,TRUE,14,8,7,3.1000000000000005,4.75,9,9
carehome_status,asplenia,FALSE,FALSE,4030,1247,5,1,3,7,9
carehome_status,asplenia,FALSE,TRUE,171,53,4,1,3,7,9
carehome_status,asplenia,TRUE,FALSE,717,220,5,1,3,7,8
carehome_status,asplenia,TRUE,TRUE,14,5,8,4.8,6,8,8.6
carehome_status,severe_obesity,FALSE,FALSE,3997,1239,5,1,3,7,9
carehome_status,severe_obesity,FALSE,TRUE,204,61,5,1,3,7,8
carehome_status,severe_obesity,TRUE,FALSE,717,222,5,1,3,7,8
carehome_status,severe_obesity,TRUE,TRUE,14,3,4,3.2,3.5,4.5,4.8
