group1,group1_value,group2,group2_value,total,count_n0,count_n1,count_n2,count_n3,count_n4,count_n5plus,count_median,count_p10,count_p25,count_p75,count_p90,days_since_n12m,days_since_n24m,days_since_median,days_since_p10,days_since_p25,days_since_p75,days_since_p90,count_pct0,count_pct1,count_pct2,count_pct3,count_pct4,count_pct5plus,days_since_pct12m,days_since_pct24m
chd,TRUE,region,London,10,0,0,0,0,0,0,8,1.5,3,10,10.5,0,10,281.5,249,261.5,314.25,344.5,0,0,0,0,0,0,0,100
chd,TRUE,region,South East,10,0,0,0,0,0,10,10,2.4000000000000004,6,10.25,11.899999999999999,0,0,288.5,270.1,277.75,320.25,365.7,0,0,0,0,0,100,0,0
chd,TRUE,region,South West,10,0,0,0,0,0,10,9,2.4000000000000004,6,12,13.2,0,10,244.5,210,216.5,306.25,361,0,0,0,0,0,100,0,100
chd,FALSE,imd_quintile,1 (most deprived),900,60,70,50,70,40,620,7,1,3,11,13,540,650,296,219,249,346,380,6.7,7.8,5.6,7.8,4.4,68.9,60,72.2
chd,FALSE,imd_quintile,2,930,60,70,60,60,70,610,7,1,3,11,13,550,650,299,217,251.5,348,373,6.5,7.5,6.5,6.5,7.5,65.6,59.1,69.9
chd,FALSE,imd_quintile,3,920,60,70,60,70,70,580,7,1,3,11,13,560,670,303,223,253,352,381,6.5,7.6,6.5,7.6,7.6,63,60.9,72.8
chd,FALSE,imd_quintile,4,880,70,50,60,60,60,580,7,1,3,11,13,510,620,295,220,245,349,378,8,5.7,6.8,6.8,6.8,65.9,58,70.5
chd,FALSE,imd_quintile,5 (least deprived),840,60,60,50,50,60,560,7,1,3,11,13,490,610,304.5,219,251,353.25,382,7.1,7.1,6,6,7.1,66.7,58.3,72.6
chd,FALSE,imd_quintile,(Missing),260,20,20,20,20,10,160,7,1,3,11,13,150,170,290,220,246,335.75,378.7,7.7,7.7,7.7,7.7,3.8,61.5,57.7,65.4
chd,TRUE,imd_quintile,1 (most deprived),30,0,0,0,0,0,30,7,3,5,10,12.7,20,30,275.5,220.5,242.5,343,379,0,0,0,0,0,100,66.7,100
chd,TRUE,imd_quintile,2,50,0,10,10,0,0,30,6,1,2,10,11.100000000000001,30,40,290,229,256,331,388.6,0,20,20,0,0,60,60,80
chd,TRUE,imd_quintile,3,50,0,0,0,0,0,30,7,0.6000000000000005,2,11,13.399999999999999,30,30,319,228.5,283.25,348.75,368,0,0,0,0,0,60,60,60
chd,TRUE,imd_quintile,4,30,0,0,0,0,0,20,8,1.8000000000000003,3,11,13.2,20,20,317,210.4,263.5,371.5,387,0,0,0,0,0,66.7,66.7,66.7
chd,TRUE,imd_quintile,5 (least deprived),30,0,0,0,0,0,20,6,2.6,4.5,10.5,13.400000000000002,10,20,324,207.8,249,373,395,0,0,0,0,0,66.7,33.3,66.7
chd,TRUE,imd_quintile,(Missing),10,0,0,0,0,0,10,10,1,3,13,13.2,10,10,226.5,207.5,209.5,269,278.5,0,0,0,0,0,100,100,100
chd,FALSE,carehome_status,FALSE,3940,260,290,270,280,250,2580,7,1,3,11,13,2340,2820,300,220,250,350,379,6.6,7.4,6.9,7.1,6.3,65.5,59.4,71.6
chd,FALSE,carehome_status,TRUE,790,60,50,40,40,60,540,7,1,4,11,13,460,550,293.5,219,247,349,380.7,7.6,6.3,5.1,5.1,7.6,68.4,58.2,69.6
chd,TRUE,carehome_status,FALSE,180,10,20,20,10,10,120,6.5,1,3,11,13,100,130,300,214.4,248,348.25,385.2,5.6,11.1,11.1,5.6,5.6,66.7,55.6,72.2
chd,TRUE,carehome_status,TRUE,20,0,0,0,0,0,10,7,2,3,9.25,14,10,10,318,211,269,355,391,0,0,0,0,0,50,50,50
chd,FALSE,primis_atrisk,FALSE,2960,220,220,190,200,190,1950,7,1,3,11,13,1770,2130,298,219,247,350,379,7.4,7.4,6.4,6.8,6.4,65.9,59.8,72
chd,FALSE,primis_atrisk,TRUE,1770,110,120,120,130,120,1170,7,1,3,11,13,1030,1240,302,221,253,350,380,6.2,6.8,6.8,7.3,6.8,66.1,58.2,70.1
chd,TRUE,primis_atrisk,TRUE,200,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.6,250.5,348.5,388.6,5,10,10,5,5,65,55,70
chd,FALSE,crd,FALSE,4530,320,330,300,310,300,2980,7,1,3,11,13,2690,3230,299,219,249,349,379,7.1,7.3,6.6,6.8,6.6,65.8,59.4,71.3
chd,FALSE,crd,TRUE,210,10,10,10,20,20,140,7,2,4,11,13,110,140,307,226,252.5,356.5,381.8,4.8,4.8,4.8,9.5,9.5,66.7,52.4,66.7
chd,TRUE,crd,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.2,249,348,385.6,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,TRUE,crd,TRUE,0,0,0,0,0,0,0,6.5,4.5,5.25,7.75,8.5,0,0,322,266.8,287.5,356.5,377.2,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,ckd,FALSE,4550,320,330,290,320,300,2990,7,1,3,11,13,2690,3240,299,219,249,350,380,7,7.3,6.4,7,6.6,65.7,59.1,71.2
chd,FALSE,ckd,TRUE,180,10,10,20,10,10,130,8,1,4,11,13,110,130,314,223,267.5,349.5,372,5.6,5.6,11.1,5.6,5.6,72.2,61.1,72.2
chd,TRUE,ckd,FALSE,200,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.4,249.75,347.5,388.9,5,10,10,5,5,65,55,70
chd,TRUE,ckd,TRUE,0,0,0,0,0,0,0,8,8,8,8,8,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,cld,FALSE,4530,310,330,300,320,300,2980,7,1,3,11,13,2680,3230,299,219,249,350,379,6.8,7.3,6.6,7.1,6.6,65.8,59.2,71.3
chd,FALSE,cld,TRUE,200,10,10,10,10,20,140,8,1,4,12,13,120,140,303,223.6,252.5,348,383.4,5,5,5,5,10,70,60,70
chd,TRUE,cld,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.2,249,348,389.2,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,TRUE,cld,TRUE,0,0,0,0,0,0,0,6.5,5.300000000000001,5.75,7.75,9.100000000000001,0,0,323.5,296.7,306.75,340.25,350.3,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,cns_learndis,FALSE,4370,300,310,280,300,280,2890,7,1,3,11,13,2590,3110,299,219,249,349,379,6.9,7.1,6.4,6.9,6.4,66.1,59.3,71.2
chd,FALSE,cns_learndis,TRUE,360,20,30,30,20,30,230,6,1,3,10,13,210,260,298,228,253,356,380,5.6,8.3,8.3,5.6,8.3,63.9,58.3,72.2
chd,TRUE,cns_learndis,FALSE,180,10,20,20,10,10,120,6.5,1,3,11,13,110,130,300,213.4,249,351,390.4,5.6,11.1,11.1,5.6,5.6,66.7,61.1,72.2
chd,TRUE,cns_learndis,TRUE,10,0,0,0,0,0,10,8,2.1,3.75,9.5,12.8,10,10,303,240,282.25,326.75,337.5,0,0,0,0,0,100,100,100
chd,FALSE,diabetes,FALSE,4540,320,320,300,310,300,2980,7,1,3,11,13,2690,3240,299,219,249,350,379,7,7,6.6,6.8,6.6,65.6,59.3,71.4
chd,FALSE,diabetes,TRUE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,222.1,261.5,351.25,381.3,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
chd,TRUE,diabetes,FALSE,200,10,20,20,10,10,130,7,1,3,11,13,110,140,300.5,212.4,252.25,348.75,388.9,5,10,10,5,5,65,55,70
chd,TRUE,diabetes,TRUE,0,0,0,0,0,0,0,1,1,1,1,1,0,0,242,242,242,242,242,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,immunosuppressed_asplenia,FALSE,4320,300,310,280,290,280,2860,7,1,3,11,13,2530,3070,299,219,249,350,380,6.9,7.2,6.5,6.7,6.5,66.2,58.6,71.1
chd,FALSE,immunosuppressed_asplenia,TRUE,410,30,30,30,40,30,260,7,1,3,11,13,270,300,299,222,253,339.5,366.4,7.3,7.3,7.3,9.8,7.3,63.4,65.9,73.2
chd,TRUE,immunosuppressed_asplenia,FALSE,180,10,20,20,10,10,120,7,1,3,11,13,100,130,295,211,244.75,343.25,388.9,5.6,11.1,11.1,5.6,5.6,66.7,55.6,72.2
chd,TRUE,immunosuppressed_asplenia,TRUE,10,0,0,0,0,0,10,6,1.2000000000000002,2,8,12.600000000000001,10,10,349,252,324,369.5,381,0,0,0,0,0,100,100,100
chd,FALSE,severe_obesity,FALSE,4540,310,320,290,320,300,3000,7,1,3,11,13,2690,3240,299,220,250,350,379,6.8,7,6.4,7,6.6,66.1,59.3,71.4
chd,FALSE,severe_obesity,TRUE,190,20,20,20,10,10,120,7,1,2,11,13,110,130,299.5,215.1,245.75,349,385,10.5,10.5,10.5,5.3,5.3,63.2,57.9,68.4
chd,TRUE,severe_obesity,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,301.5,215,252.75,349.5,389.5,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,TRUE,severe_obesity,TRUE,0,0,0,0,0,0,0,8,5.6,6.5,9.5,10.399999999999999,0,0,213,211.4,212,247.5,268.2,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,smi,FALSE,4540,310,330,300,310,300,2990,7,1,3,11,13,2700,3240,299,219,249,349,379,6.8,7.3,6.6,6.8,6.6,65.9,59.5,71.4
chd,FALSE,smi,TRUE,200,20,10,10,20,10,130,6,1,3,10,13,100,130,306,225,253.5,357,385,10,5,5,10,5,65,50,65
chd,TRUE,smi,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,297,211.8,247,345.5,386,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,TRUE,smi,TRUE,0,0,0,0,0,0,0,5,0.7999999999999998,2,6,8.399999999999999,0,0,380,322.8,357,386,389.6,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,rrt_cat,1 dialysis,40,0,0,0,0,0,30,9,1,4,11,13,30,30,275.5,218.4,234.5,318,340,0,0,0,0,0,75,75,75
chd,FALSE,rrt_cat,2 transplant,40,0,0,0,0,0,20,7,3,4,9,12,20,20,286,239.2,255,324,361.4,0,0,0,0,0,50,50,50
chd,FALSE,rrt_cat,0 no RRT,4650,320,340,310,320,310,3060,7,1,3,11,13,2740,3320,299,219.5,250,350,380,6.9,7.3,6.7,6.9,6.7,65.8,58.9,71.4
chd,TRUE,rrt_cat,1 dialysis,0,0,0,0,0,0,0,9,9,9,9,9,0,0,395,395,395,395,395,NA,NA,NA,NA,NA,NA,NA,NA
chd,TRUE,rrt_cat,2 transplant,0,0,0,0,0,0,0,3,2.2,2.5,3.5,3.8,0,0,206,206,206,206,206,NA,NA,NA,NA,NA,NA,NA,NA
chd,TRUE,rrt_cat,0 no RRT,190,10,20,20,10,10,130,7,1,3,11,13,110,140,300,214.2,252,348,385.6,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,FALSE,copd,FALSE,4640,320,330,300,320,310,3050,7,1,3,11,13,2740,3300,299,220,250,350,380,6.9,7.1,6.5,6.9,6.7,65.7,59.1,71.1
chd,FALSE,copd,TRUE,90,0,10,0,0,10,60,8,1,4,12,13.900000000000006,60,70,292,214.2,246.5,347.5,368.3,0,11.1,0,0,11.1,66.7,66.7,77.8
chd,TRUE,copd,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,130,300,211.6,249.75,348.75,386.8,5.3,10.5,10.5,5.3,5.3,68.4,57.9,68.4
chd,TRUE,copd,TRUE,0,0,0,0,0,0,0,8,5.4,6,9,10.2,0,0,306,246.4,274,314,362.6,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,down_sydrome,FALSE,4650,320,330,310,320,310,3060,7,1,3,11,13,2750,3320,299,219,249,350,379.6,6.9,7.1,6.7,6.9,6.7,65.8,59.1,71.4
chd,FALSE,down_sydrome,TRUE,80,10,10,0,0,10,50,7,1,3,10,13,50,60,310.5,235.7,261.25,345.5,377.2,12.5,12.5,0,0,12.5,62.5,62.5,75
chd,TRUE,down_sydrome,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.4,249.75,347.5,388.9,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,TRUE,down_sydrome,TRUE,0,0,0,0,0,0,0,2,2,2,2,2,0,0,376,376,376,376,376,NA,NA,NA,NA,NA,NA,NA,NA
chd,FALSE,sickle_cell,FALSE,4630,320,330,300,320,310,3050,7,1,3,11,13,2740,3300,299,219,249,350,380,6.9,7.1,6.5,6.9,6.7,65.9,59.2,71.3
chd,FALSE,sickle_cell,TRUE,100,10,10,10,10,10,60,7,1,3,11.5,13,60,70,306,220,255.5,352.25,379,10,10,10,10,10,60,60,70
chd,TRUE,sickle_cell,FALSE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,302,211.8,254.5,350,389.8,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
chd,TRUE,sickle_cell,TRUE,0,0,0,0,0,0,0,4,0,0,10,11.799999999999999,0,0,224.5,215.3,215.75,249.75,279.9,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,all,All,4740,330,340,310,330,310,3120,7,1,3,11,13,2800,3380,299,219,249,350,380,7,7.2,6.5,7,6.5,65.8,59.1,71.3
ckd,TRUE,all,All,190,10,10,20,10,10,130,8,1,4,11,13,110,130,314.5,223,267.75,349.25,371.9,5.3,5.3,10.5,5.3,5.3,68.4,57.9,68.4
ckd,FALSE,sex,Female,2460,160,190,160,170,150,1630,7,1,3,11,13,1470,1750,296,219,249.5,348,377,6.5,7.7,6.5,6.9,6.1,66.3,59.8,71.1
ckd,FALSE,sex,Male,2280,170,150,150,160,150,1490,7,1,3,11,13,1330,1630,302,219,249,351,381,7.5,6.6,6.6,7,6.6,65.4,58.3,71.5
ckd,TRUE,sex,Female,100,0,10,0,10,10,60,8,1,3,11,12.400000000000006,60,70,300,221.2,267.75,340.25,367.8,0,10,0,10,10,60,60,70
ckd,TRUE,sex,Male,90,0,0,10,0,10,60,8,2,4,11,13.200000000000003,50,60,333.5,223.9,267.5,354.25,384.4,0,0,11.1,0,11.1,66.7,55.6,66.7
ckd,FALSE,ageband4,16-49,440,30,30,30,30,20,290,7,1,3,11,13,250,300,297,218,249.5,350,376,6.8,6.8,6.8,6.8,4.5,65.9,56.8,68.2
ckd,FALSE,ageband4,50-64,720,40,50,40,50,50,480,7,1,3,10,13,410,510,311,225.7,256,351.25,381,5.6,6.9,5.6,6.9,6.9,66.7,56.9,70.8
ckd,FALSE,ageband4,65-74,2180,160,150,160,140,140,1430,7,1,3,11,13,1290,1570,298,219,247,351,380,7.3,6.9,7.3,6.4,6.4,65.6,59.2,72
ckd,FALSE,ageband4,75-104,1400,100,120,70,110,90,920,7,1,3,11,13,840,1000,294,218,246,345,379,7.1,8.6,5,7.9,6.4,65.7,60,71.4
ckd,TRUE,ageband4,16-49,50,0,0,0,0,10,30,6,2,3.75,9.25,12,30,40,315,231,275.5,343,355.6,0,0,0,0,20,60,60,80
ckd,TRUE,ageband4,50-64,70,0,0,10,0,10,40,6.5,1,3.25,12,13.5,40,50,319,224,261.5,353.75,381,0,0,14.3,0,14.3,57.1,57.1,71.4
ckd,TRUE,ageband4,65-74,40,0,0,0,0,0,30,9,2,5.75,11,12,20,30,318,216.4,252.5,354,384.8,0,0,0,0,0,75,50,75
ckd,TRUE,ageband4,75-104,30,0,0,0,0,0,20,9,1.0999999999999996,4.5,11.25,14,20,20,302.5,227.5,272.5,347.75,380.1,0,0,0,0,0,66.7,66.7,66.7
ckd,FALSE,ageband13,16-19,0,0,0,0,0,0,0,5,3.4000000000000004,4,7.5,9,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,ageband13,20-29,20,0,0,0,0,0,20,8,1,4,10,11,10,10,323,244.2,290,351,379.8,0,0,0,0,0,100,50,50
ckd,FALSE,ageband13,30-39,130,0,10,10,10,10,90,7,2,3,11,13,80,100,303.5,214.5,249.75,355.25,378,0,7.7,7.7,7.7,7.7,69.2,61.5,76.9
ckd,FALSE,ageband13,40-49,280,20,20,20,20,20,190,7,1,3,10,13,160,190,294,224.2,248,340,374.8,7.1,7.1,7.1,7.1,7.1,67.9,57.1,67.9
ckd,FALSE,ageband13,50-54,230,10,20,20,10,20,150,6,1,3,10,13,130,160,320,227.8,256,353,382.1,4.3,8.7,8.7,4.3,8.7,65.2,56.5,69.6
ckd,FALSE,ageband13,55-59,240,20,10,10,20,20,160,7,1,3.25,10,13,140,170,307.5,229.5,255.25,350,385,8.3,4.2,4.2,8.3,8.3,66.7,58.3,70.8
ckd,FALSE,ageband13,60-64,250,10,20,20,20,20,170,7,1,3,11,13,150,180,305.5,220,254.5,350.75,378.8,4,8,8,8,8,68,60,72
ckd,FALSE,ageband13,65-69,1220,90,70,80,90,90,800,7,1,3,11,13,730,880,296,218,247,350,378,7.4,5.7,6.6,7.4,7.4,65.6,59.8,72.1
ckd,FALSE,ageband13,70-74,960,70,80,80,60,50,620,7,1,3,11,13,560,690,299.5,219,248,353,381.9,7.3,8.3,8.3,6.2,5.2,64.6,58.3,71.9
ckd,FALSE,ageband13,75-79,650,40,60,30,60,40,410,7,1,3,11,13,400,470,287,215,239,343.5,382,6.2,9.2,4.6,9.2,6.2,63.1,61.5,72.3
ckd,FALSE,ageband13,80-84,390,30,20,20,30,30,260,8,1,3,11,13,240,280,293,228,254,345,378,7.7,5.1,5.1,7.7,7.7,66.7,61.5,71.8
ckd,FALSE,ageband13,85-89,220,20,20,10,20,20,140,7,1,3,11,13,120,150,311.5,217.7,253,345,382.3,9.1,9.1,4.5,9.1,9.1,63.6,54.5,68.2
ckd,FALSE,ageband13,90-104,150,10,10,10,10,10,100,7,1,3,10.75,13,80,90,307,214.1,254.75,350.25,377.6,6.7,6.7,6.7,6.7,6.7,66.7,53.3,60
ckd,TRUE,ageband13,20-29,0,0,0,0,0,0,0,10,9.200000000000001,9.5,10.5,10.799999999999999,0,0,318.5,278.9,293.75,343.25,358.1,NA,NA,NA,NA,NA,NA,NA,NA
ckd,TRUE,ageband13,30-39,20,0,0,0,0,0,10,6,1,3,7,9,10,10,301,214,277,340.5,343,0,0,0,0,0,50,50,50
ckd,TRUE,ageband13,40-49,40,0,0,0,0,0,20,7,2,4,10.5,13,20,20,318.5,237.4,278,344.75,354.9,0,0,0,0,0,50,50,50
ckd,TRUE,ageband13,50-54,30,0,0,0,0,0,20,7,1.5,2.25,12,13,10,20,291,217.5,248,357.75,391.5,0,0,0,0,0,66.7,33.3,66.7
ckd,TRUE,ageband13,55-59,20,0,0,0,0,0,10,8,0.9000000000000004,4,12,13.100000000000001,20,20,298.5,229.5,264.25,339.5,357,0,0,0,0,0,50,100,100
ckd,TRUE,ageband13,60-64,20,0,0,0,0,0,10,6,1.9000000000000004,4,10.25,14,10,10,332,271.6,312,358.5,379.2,0,0,0,0,0,50,50,50
ckd,TRUE,ageband13,65-69,20,0,0,0,0,0,10,7.5,1.9000000000000004,3.75,10.25,12.100000000000001,20,20,315.5,218,253.75,337,384.1,0,0,0,0,0,50,100,100
ckd,TRUE,ageband13,70-74,20,0,0,0,0,0,10,9.5,4,8.75,11.25,12,10,10,344,217.2,243,364,371,0,0,0,0,0,50,50,50
ckd,TRUE,ageband13,75-79,20,0,0,0,0,0,20,8.5,0,4.25,11,14,10,10,306,226,274,340,346.6,0,0,0,0,0,100,50,50
ckd,TRUE,ageband13,80-84,0,0,0,0,0,0,0,11,5.599999999999999,11,14,14,0,0,350,270.4,274,361,383.2,NA,NA,NA,NA,NA,NA,NA,NA
ckd,TRUE,ageband13,85-89,10,0,0,0,0,0,0,6,2.6,4,11.5,12.8,0,10,298.5,225.5,259.75,362.75,387.5,0,0,0,0,0,0,0,100
ckd,FALSE,ethnicity5,White,2630,190,200,160,170,170,1740,7,1,3,11,13,1560,1860,296.5,218,247,348,378,7.2,7.6,6.1,6.5,6.5,66.2,59.3,70.7
ckd,FALSE,ethnicity5,Mixed,420,40,20,30,40,30,260,7,1,3,11,13,240,300,302,223,258.5,350.5,385,9.5,4.8,7.1,9.5,7.1,61.9,57.1,71.4
ckd,FALSE,ethnicity5,Asian or Asian British,390,30,30,30,20,30,260,7,1,3,11,13,230,280,298,216.6,241,346,375,7.7,7.7,7.7,5.1,7.7,66.7,59,71.8
ckd,FALSE,ethnicity5,Black or Black British,420,20,40,40,20,30,270,6.5,1,3,10.75,13,250,310,301,223.6,250,355,383.8,4.8,9.5,9.5,4.8,7.1,64.3,59.5,73.8
ckd,FALSE,ethnicity5,Chinese or Other Ethnic Groups,430,30,30,30,40,30,270,7,1,3,10,13,270,330,306,220,258,350,382.8,7,7,7,9.3,7,62.8,62.8,76.7
ckd,FALSE,ethnicity5,(Missing),450,30,30,30,30,20,310,7,1,3,10,13,260,310,299,220,252,352,377,6.7,6.7,6.7,6.7,4.4,68.9,57.8,68.9
ckd,TRUE,ethnicity5,White,110,0,10,10,10,10,80,8,1.9000000000000004,4,11,13,70,80,311.5,218.9,262.5,349.25,371.1,0,9.1,9.1,9.1,9.1,72.7,63.6,72.7
ckd,TRUE,ethnicity5,Mixed,10,0,0,0,0,0,0,6,1.6,4,9,10.200000000000001,0,0,320,261.8,284,341,342.2,0,0,0,0,0,0,0,0
ckd,TRUE,ethnicity5,Asian or Asian British,20,0,0,0,0,0,10,7,0.7999999999999998,3.5,10.5,13.2,10,10,333,226.3,262.75,350.75,364.1,0,0,0,0,0,50,50,50
ckd,TRUE,ethnicity5,Black or Black British,10,0,0,0,0,0,10,6,1,2,11,12,10,10,315.5,253.7,283.25,352.75,384.7,0,0,0,0,0,100,100,100
ckd,TRUE,ethnicity5,Chinese or Other Ethnic Groups,20,0,0,0,0,0,10,9.5,2.7,4.25,11.75,14,10,10,315,240,256,354,384.8,0,0,0,0,0,50,50,50
ckd,TRUE,ethnicity5,(Missing),20,0,0,0,0,0,10,6,2,4,11.5,12.399999999999999,10,10,323.5,268.6,278.5,346,357.4,0,0,0,0,0,50,50,50
ckd,FALSE,region,North East and Yorkshire,2420,180,180,170,160,160,1560,7,1,3,11,13,1430,1720,298,220,250,350,379,7.4,7.4,7,6.6,6.6,64.5,59.1,71.1
ckd,FALSE,region,North West,960,60,60,50,70,50,670,7,1,4,11,13,580,700,296.5,216,246,349,378,6.2,6.2,5.2,7.3,5.2,69.8,60.4,72.9
ckd,FALSE,region,Midlands,460,20,30,30,30,30,320,7,1,4,11,13,280,350,302,222.6,253.5,348,382.4,4.3,6.5,6.5,6.5,6.5,69.6,60.9,76.1
ckd,FALSE,region,East of England,220,20,20,20,20,20,130,6,1,2,10,13,120,160,320.5,222.5,252.75,362.25,387.5,9.1,9.1,9.1,9.1,9.1,59.1,54.5,72.7
ckd,FALSE,region,London,220,20,20,10,30,10,130,6,1,3,10,13,130,160,303,228.2,262,348,383.8,9.1,9.1,4.5,13.6,4.5,59.1,59.1,72.7
ckd,FALSE,region,South East,240,20,10,20,20,20,160,7,1,4,11,13,130,160,296,217.1,244,347.75,378,8.3,4.2,8.3,8.3,8.3,66.7,54.2,66.7
ckd,FALSE,region,South West,210,20,20,10,10,10,140,7.5,1,3,11,13,120,140,291,215,238.5,342,371.4,9.5,9.5,4.8,4.8,4.8,66.7,57.1,66.7
ckd,TRUE,region,North East and Yorkshire,100,0,0,10,10,10,70,8,2,4,11,12.900000000000006,60,70,314,224,269.5,348,364,0,0,10,10,10,70,60,70
ckd,TRUE,region,North West,40,0,0,0,0,0,30,9,1.9000000000000004,4,12,13.100000000000001,20,30,303.5,212,255.25,356.5,383.4,0,0,0,0,0,75,50,75
ckd,TRUE,region,Midlands,20,0,0,0,0,0,10,6.5,1,2,9,12,10,10,333,270,298,368,398.2,0,0,0,0,0,50,50,50
ckd,TRUE,region,East of England,10,0,0,0,0,0,0,8,1.5,2.75,11,12.5,0,0,343,276.6,288,382,387.4,0,0,0,0,0,0,0,0
ckd,TRUE,region,London,0,0,0,0,0,0,0,11,7,8.5,11.5,11.8,0,0,320,261.6,283.5,332,339.2,NA,NA,NA,NA,NA,NA,NA,NA
ckd,TRUE,region,South East,10,0,0,0,0,0,0,4,1,1.75,6.75,9.899999999999999,0,0,308.5,249,271.5,335.5,340,0,0,0,0,0,0,0,0
ckd,TRUE,region,South West,10,0,0,0,0,0,10,8,2,4,12,14,10,10,316,218.8,247.75,344.25,354.3,0,0,0,0,0,100,100,100
ckd,FALSE,imd_quintile,1 (most deprived),900,60,70,50,70,40,620,7,1,3,11,13,540,650,295,219.5,249.25,345,380.5,6.7,7.8,5.6,7.8,4.4,68.9,60,72.2
ckd,FALSE,imd_quintile,2,950,60,80,70,60,70,620,7,1,3,10,13,560,660,300,216.3,251,350,374.7,6.3,8.4,7.4,6.3,7.4,65.3,58.9,69.5
ckd,FALSE,imd_quintile,3,920,70,70,60,70,70,580,6.5,1,3,11,13,560,680,303,223,253,353,381.6,7.6,7.6,6.5,7.6,7.6,63,60.9,73.9
ckd,FALSE,imd_quintile,4,880,70,50,60,60,60,580,7,1,3,11,13,510,620,295,219,243,349,378,8,5.7,6.8,6.8,6.8,65.9,58,70.5
ckd,FALSE,imd_quintile,5 (least deprived),830,60,60,40,60,60,560,7,1,3,11,13,480,600,303,219,250,352,382.4,7.2,7.2,4.8,7.2,7.2,67.5,57.8,72.3
ckd,FALSE,imd_quintile,(Missing),260,20,20,20,20,10,160,7,1,3,11,13,150,170,289,217.3,244,333.5,373.6,7.7,7.7,7.7,7.7,3.8,61.5,57.7,65.4
ckd,TRUE,imd_quintile,1 (most deprived),40,0,10,0,0,0,20,6,1,2,10.5,13.200000000000003,20,30,298.5,216.8,244.75,350.75,366.6,0,25,0,0,0,50,50,75
ckd,TRUE,imd_quintile,2,30,0,0,0,0,0,20,9,2.700000000000001,4,12,12.100000000000001,20,20,290.5,229.4,267.25,319.5,346.6,0,0,0,0,0,66.7,66.7,66.7
ckd,TRUE,imd_quintile,3,40,0,0,0,0,0,30,9,3,5,12,14,30,30,309.5,240.9,271.25,334,348.3,0,0,0,0,0,75,75,75
ckd,TRUE,imd_quintile,4,30,0,0,10,0,0,20,7,2,2.5,10,12,20,20,329.5,249.2,280,357.75,389.2,0,0,33.3,0,0,66.7,66.7,66.7
ckd,TRUE,imd_quintile,5 (least deprived),40,0,0,0,0,0,30,6,1,4,11,13,20,30,343.5,221.5,284.5,358.25,385.2,0,0,0,0,0,75,50,75
ckd,TRUE,imd_quintile,(Missing),10,0,0,0,0,0,10,9,2.7,4.5,9.5,11.899999999999999,0,10,313.5,239,272,374.5,387.5,0,0,0,0,0,100,0,100
ckd,FALSE,carehome_status,FALSE,3950,260,300,270,290,250,2580,7,1,3,11,13,2340,2830,300,219,249,350,380,6.6,7.6,6.8,7.3,6.3,65.3,59.2,71.6
ckd,FALSE,carehome_status,TRUE,790,60,50,40,40,60,540,7,1,4,11,13,460,550,293,219,247,349,380,7.6,6.3,5.1,5.1,7.6,68.4,58.2,69.6
ckd,TRUE,carehome_status,FALSE,170,10,10,20,10,10,110,8,1.6000000000000014,3.5,11.5,13,100,120,314.5,223,268.25,346.75,368,5.9,5.9,11.8,5.9,5.9,64.7,58.8,70.6
ckd,TRUE,carehome_status,TRUE,20,0,0,0,0,0,20,8,1,5,11,11.599999999999998,10,10,331,228.9,256.75,379.25,391,0,0,0,0,0,100,50,50
ckd,FALSE,primis_atrisk,FALSE,2960,220,220,190,200,190,1950,7,1,3,11,13,1770,2130,298,219,247,350,379,7.4,7.4,6.4,6.8,6.4,65.9,59.8,72
