vax_dosenumber,vax_product8,vax_campaign,sex,ageband4,ethnicity5,region,imd_quintile,n
Dose 2,Other,Pre-2020-07-01,Male,under 12,Mixed,Midlands,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Mixed,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Mixed,East of England,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Mixed,London,4,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Mixed,South East,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Mixed,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,North East and Yorkshire,4,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,East of England,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,London,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,London,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,NA,2,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,NA,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Asian or Asian British,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,North East and Yorkshire,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,London,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,London,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,South East,2,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,South West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Black or Black British,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,North East and Yorkshire,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,North West,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,Midlands,2,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,Midlands,4,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,East of England,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,South West,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,South West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,Chinese or Other Ethnic Groups,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,North East and Yorkshire,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,North East and Yorkshire,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,North East and Yorkshire,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,North West,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,Midlands,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,Midlands,2,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,East of England,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,London,4,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,South West,4,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,South West,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,NA,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,NA,2,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,under 12,NA,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,NA,10
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North West,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North West,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North West,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,Midlands,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,Midlands,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,Midlands,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,Midlands,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,Midlands,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,Midlands,NA,10
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,East of England,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,East of England,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,London,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,London,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,London,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,London,NA,10
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South East,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South East,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South West,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South West,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South West,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,South West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,NA,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,NA,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,NA,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,White,NA,NA,10
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,North East and Yorkshire,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,London,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,South East,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,South West,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Mixed,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,North East and Yorkshire,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,North West,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,North West,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,Midlands,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,Midlands,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,South East,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,South East,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Asian or Asian British,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,Midlands,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,Midlands,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,London,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,South East,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,2,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,North West,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,Midlands,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,East of England,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,South East,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,North East and Yorkshire,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,North West,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,Midlands,3,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,Midlands,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,Midlands,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,South East,NA,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,South West,4,0
Dose 2,Other,Pre-2020-07-01,Male,12-49,NA,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,North East and Yorkshire,5 (least deprived),0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,North East and Yorkshire,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,Midlands,4,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,Midlands,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,South East,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,South West,4,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,South West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,NA,2,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,NA,4,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,White,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,Mixed,NA,3,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,Chinese or Other Ethnic Groups,East of England,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,Chinese or Other Ethnic Groups,South West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,NA,North West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,50-64,NA,London,1 (most deprived),0
Dose 2,Other,Pre-2020-07-01,Male,50-64,NA,London,NA,0
Dose 2,Other,Pre-2020-07-01,Male,65-74,White,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,65-74,Black or Black British,South West,NA,0
Dose 2,Other,Pre-2020-07-01,Male,65-74,NA,NA,NA,0
Dose 2,Other,Pre-2020-07-01,Male,75-104,White,North East and Yorkshire,4,0
Dose 2,Other,Pre-2020-07-01,Male,75-104,NA,South East,NA,0
Dose 2,Other,Pre-roll-out,Male,12-49,Black or Black British,Midlands,NA,0
Dose 2,Other,Pre-roll-out,Male,12-49,NA,NA,NA,0
Dose 2,Other,Primary series,Female,50-64,Asian or Asian British,London,NA,0
Dose 2,Other,Primary series,Male,under 12,NA,North East and Yorkshire,NA,0
Dose 2,Other,Primary series,Male,12-49,Mixed,Midlands,4,0
Dose 2,Other,Autumn 2021,Male,under 12,Chinese or Other Ethnic Groups,NA,NA,0
Dose 2,Other,Spring 2022,Male,under 12,White,North West,NA,0
Dose 2,Other,Spring 2022,Male,12-49,Mixed,London,NA,0
Dose 2,Other,Autumn 2022,Female,12-49,White,North West,NA,0
Dose 2,Other,Autumn 2022,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,3,0
Dose 2,Other,Spring 2023,Female,under 12,NA,NA,NA,0
Dose 2,Other,Spring 2023,Female,12-49,White,South East,NA,0
Dose 2,Other,Spring 2023,Female,50-64,White,Midlands,NA,0
Dose 2,Other,Spring 2023,Male,under 12,Black or Black British,North East and Yorkshire,5 (least deprived),0
Dose 2,Other,Autumn 2023,Female,12-49,NA,London,NA,0
Dose 2,Other,Autumn 2023,Female,50-64,White,Midlands,3,0
Dose 2,Other,Autumn 2023,Male,12-49,White,North East and Yorkshire,NA,0
Dose 2,Other,Autumn 2023,Male,12-49,White,South West,2,0
Dose 2,Other,Autumn 2023,Male,12-49,White,South West,NA,0
Dose 2,Other,Autumn 2023,Male,12-49,NA,NA,NA,0
Dose 2,Other,Spring 2024,Female,12-49,White,Midlands,NA,0
Dose 2,Other,Spring 2024,Male,12-49,White,North East and Yorkshire,NA,0
Dose 2,Other,Spring 2024,Male,12-49,Asian or Asian British,North East and Yorkshire,NA,0
Dose 2,Other,Spring 2024,Male,12-49,Black or Black British,South West,NA,0
Dose 2,Other,Autumn 2024,Female,under 12,White,North West,NA,0
Dose 2,Other,Autumn 2024,Female,12-49,Asian or Asian British,North West,NA,0
Dose 2,Other,Autumn 2024,Male,12-49,White,Midlands,NA,0
Dose 2,Other,Autumn 2024,Male,50-64,Asian or Asian British,South East,NA,0
Dose 2,Other,Autumn 2024,Male,65-74,White,Midlands,NA,0
Dose 2,Other,Spring 2025,Female,12-49,Mixed,Midlands,NA,0
Dose 2,Other,Autumn 2025,Female,12-49,White,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,North East and Yorkshire,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,North East and Yorkshire,3,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,North East and Yorkshire,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,North East and Yorkshire,NA,10
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,North West,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,Midlands,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,Midlands,3,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,Midlands,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,Midlands,NA,10
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,East of England,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,London,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,South East,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,South East,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,South East,3,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,South East,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,South East,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,South West,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,NA,3,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,NA,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,NA,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,White,NA,NA,10
Dose 3,Other,Pre-2020-07-01,Female,under 12,Mixed,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Mixed,Midlands,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Mixed,East of England,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Mixed,South East,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Mixed,South West,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Mixed,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,North East and Yorkshire,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,Midlands,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,Midlands,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,South East,3,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Asian or Asian British,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,Midlands,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,East of England,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,East of England,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,East of England,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,South East,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,South East,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,South East,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,South East,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,NA,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Black or Black British,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Chinese or Other Ethnic Groups,Midlands,3,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,Chinese or Other Ethnic Groups,London,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,North East and Yorkshire,2,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,Midlands,4,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,East of England,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,London,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,South East,NA,0
Dose 3,Other,Pre-2020-07-01,Female,under 12,NA,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,North East and Yorkshire,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,North East and Yorkshire,4,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,North East and Yorkshire,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,North West,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,Midlands,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,Midlands,2,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,Midlands,4,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,East of England,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,London,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,London,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South East,4,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South East,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South East,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South West,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South West,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South West,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,South West,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,NA,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,NA,2,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,NA,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,NA,4,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,NA,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,White,NA,NA,10
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,North West,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,East of England,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,London,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,North East and Yorkshire,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,East of England,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,London,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,North East and Yorkshire,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,London,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,South East,2,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,NA,4,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Black or Black British,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,NA,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,2,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,Midlands,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,London,3,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,South East,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,South East,2,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,South West,NA,0
Dose 3,Other,Pre-2020-07-01,Female,12-49,NA,NA,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,Midlands,2,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,Midlands,4,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,East of England,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,London,2,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,White,NA,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Mixed,North East and Yorkshire,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Mixed,NA,5 (least deprived),0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Asian or Asian British,East of England,1 (most deprived),0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Asian or Asian British,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Black or Black British,Midlands,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Chinese or Other Ethnic Groups,North East and Yorkshire,2,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Chinese or Other Ethnic Groups,NA,3,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,Chinese or Other Ethnic Groups,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,50-64,NA,London,NA,0
Dose 3,Other,Pre-2020-07-01,Female,65-74,Chinese or Other Ethnic Groups,NA,NA,0
Dose 3,Other,Pre-2020-07-01,Female,75-104,White,North East and Yorkshire,NA,0
